,Name,CountryCode,Population
189,CametÃ¡,BRA,92779
150,CamaÃ§ari,BRA,149146
166,Camaragibe,BRA,118968
689,CamagÃ¼ey,CUB,298726
539,Cam Pha,VNM,209086
644,Cali,COL,2077386
776,Calgary,CAN,768082
292,Calcutta [Kolkata],IND,4399819
354,Calbayog,PHL,147187
373,Calapan,PHL,105910
227,Cainta,PHL,242511
834,Caguas,PRI,140502
636,Cagliari,ITA,165926
857,Caen,FRA,113987
236,Cadiz,PHL,141954
98,Cachoeiro de Itapemirim,BRA,155024
372,Cabuyao,PHL,106630
99,Cabo de Santo Agostinho,BRA,149964
13,BÃ©char,DZA,107311
802,BÃ¦rum,NOR,101340
866,Buzau,ROM,148372
339,Butuan,PHL,267279
522,Burnaby,CAN,179209
787,Burlington,CAN,145150
336,Burhanpur,IND,172710
295,Burgos,ESP,162802
270,Bulaq al-Dakrur,EGY,148787
356,Bulandshahr,IND,127201
988,Bukavu,COD,201569
611,Bukan,IRN,120020
653,Buga,COL,110699
650,Buenaventura,COL,224336
549,Budaun,IND,116695
994,Budapest,HUN,1811552
970,Bucaramanga,COL,515555
50,Bruxelles [Brussel],BEL,133859
77,Brugge,BEL,116246
563,Brownsville,USA,139722
199,Bristol,GBR,402000
649,Brindisi,ITA,93454
139,Brighton,GBR,156124
503,Brest,BLR,286000
878,Bremen,DEU,540330
5,Breda,NLD,160398
655,Brazzaville,COG,950000
90,BrasÃ­lia,BRA,1969868
863,Brasov,ROM,314225
782,Brampton,CAN,296711
318,Brakpan,ZAF,171363
327,Brahmapur,IND,210418
46,Brahmanbaria,BGD,109032
632,Bozhou,CHN,106346
209,Bournemouth,GBR,162000
858,Boulogne-Billancourt,FRA,106367
893,Bottrop,DEU,121097
211,Botshabelo,ZAF,177971
544,Boston,USA,589141
960,Bose,CHN,93009
851,Bordeaux,FRA,215363
881,Bonn,DEU,301048
990,Boma,COD,135284
419,Bologna,ITA,381161
471,Bokaro Steel City,IND,333683
609,Bojnurd,IRN,134835
70,Bogra,BGD,120170
275,Bogor,IDN,285114
748,Boca del RÃ­o,MEX,135721
156,Bobo-Dioulasso,BFA,300000
145,Boa Vista,BRA,167185
81,Blumenau,BRA,244379
19,Blida (el-Boulaida),DZA,127284
702,Blantyre,MWI,478155
210,Blackpool,GBR,151000
142,Blackburn,GBR,140000
345,BiÃ±an,PHL,201186
974,Bismil,TUR,101400
252,Bislig,PHL,97860
18,Biskra,DZA,128281
196,Birmingham,GBR,1013000
225,Birkenhead,GBR,93087
124,Birigui,BRA,94685
779,Biratnagar,NPL,157764
926,Binzhou,CHN,133555
423,Binjai,IDN,127222
282,Bilbao,ESP,357589
333,Bilaspur,IND,179833
966,Bikenibeu,KIR,5055
309,Bikaner,IND,416289
328,Bihar Sharif,IND,201323
559,Bidar,IND,108016
347,Bhusawal,IND,145143
465,Bhubaneswar,IND,411542
445,Bhopal,IND,1062771
468,Bhiwandi,IND,379070
368,Bhir (Bid),IND,112434
556,Bhind,IND,109755
545,Bhimavaram,IND,121314
499,Bhilwara,IND,183965
311,Bhilai,IND,386159
467,Bhavnagar,IND,402338
474,Bhatpara,IND,304952
511,Bhatinda (Bathinda),IND,159042
532,Bharuch (Broach),IND,133102
345,Bharatpur,IND,148519
480,Bhagalpur,IND,253225
75,Betim,BRA,302108
927,Bern,CHE,122700
366,Berhampore (Baharampur),IND,115144
988,Berdjansk,UKR,130000
40,Berazategui,ARG,276916
728,Beppu,JPN,127486
511,Beograd,YUG,1204000
828,Benxi,CHN,770000
194,Bento GonÃ§alves,BRA,89254
789,Benin City,NGA,229400
713,Beni-Mellal,MAR,140212
279,Bengkulu,IDN,146439
840,Bengbu,CHN,449245
416,Bene Beraq,ISR,133900
647,Bello,COL,333470
481,Bellary,IND,245391
79,Belize City,BLZ,55810
105,Belford Roxo,BRA,425194
133,Belfast,GBR,287500
270,Bekasi,IDN,644300
589,BeiÂ´an,CHN,204899
888,Beipiao,CHN,194301
944,Beihai,CHN,112673
623,Beerseba,ISR,163700
382,Baybay,PHL,95630
253,Bayambang,PHL,96609
74,Bauru,BRA,313670
389,Batumi,GEO,137700
772,Battambang,KHM,129800
10,Batna,DZA,183377
290,Batam,IDN,91871
394,Basse-Terre,GLP,12433
390,Basra,IRQ,406296
568,Basirhat,IND,101409
147,Basildon,GBR,100924
86,Barueri,BRA,208426
116,Barretos,BRA,104156
978,Barrancabermeja,COL,178020
531,Barrackpur,IND,133265
128,Barra do PiraÃ­,BRA,89388
143,Barra Mansa,BRA,168953
650,Barletta,ITA,91904
507,Barinas,VEN,217831
506,Barcelona,VEN,322267
169,Barbacena,BRA,113079
560,Barasat,IND,107365
303,Barakaldo,ESP,98212
393,Baquba,IRQ,114516
549,Baotou,CHN,980000
855,Baoji,CHN,337765
838,Baoding,CHN,483155
291,Banyuwangi,IDN,89900
580,Bansberia,IND,93447
387,Banjul,GMB,42326
271,Banjarmasin,IDN,482931
178,Bani Suwayf,EGY,172032
271,Banha,EGY,145792
441,Bangalore,IND,2660088
399,Bandar-e-Abbas,IRN,273578
410,Bandar-e Anzali,IRN,98500
421,Banda Aceh,IDN,143409
774,Bamenda,CMR,138000
708,Bamako,MLI,809552
364,Balurghat,IND,119796
768,Balti,MDA,153400
498,Bally,IND,184474
241,Baliuag,PHL,119675
412,Balikpapan,IDN,338752
40,Baku,AZE,1787800
551,Bakersfield,USA,247057
967,Bairiki,KIR,2226
41,BahÃ­a Blanca,ARG,239810
352,Bahraich,IND,135400
817,Bahawalnagar,PAK,109600
108,BagÃ©,BRA,120793
341,Baguio,PHL,252386
356,Bago,PHL,141721
389,Baghdad,IRQ,4336000
775,Bafoussam,CMR,131000
288,Badalona,ESP,209635
198,Badajoz,ESP,136613
224,Bacoor,PHL,305699
334,Bacolod,PHL,429076
125,Bacabal,BRA,93121
403,Babol,IRN,158346
969,Aydin,TUR,128651
798,Awka,NGA,111200
36,Avellaneda,ARG,353046
250,Avarua,COK,11900
332,Avadi,IND,183215
883,Augsburg,DEU,254867
530,AtÅ¡insk,RUS,121600
464,Atsugi,JPN,212407
119,Atibaia,BRA,100356
685,Athenai,GRC,772072
265,Asyut,EGY,343498
799,Astana,KAZ,311200
267,Assuan,EGY,219017
279,Asmara,ERI,431000
473,Ashikaga,JPN,165243
624,Ashdod,ISR,155800
319,Asansol,IND,262188
740,Asaka,JPN,114815
676,Asahikawa,JPN,364813
512,Arrah (Ara),IND,157082
4,Arnhem,NLD,138020
648,Armenia,COL,288977
526,Armavir,RUS,164900
160,Arica,CHL,189036
825,Arequipa,PER,762000
598,Ardebil,IRN,340386
94,AraÃ§atuba,BRA,169303
911,AraÂ´ar,SAU,108100
376,Arayat,PHL,101792
179,Araras,BRA,101046
139,Arapiraca,BRA,178988
597,Arak,IRN,380755
167,AraguaÃ­na,BRA,114948
182,Araguari,BRA,98399
865,Arad,ROM,184408
68,Aracaju,BRA,445555
803,Aqtau,KAZ,143400
907,Aqsu,CHN,164092
185,Apopa,SLV,88800
685,Aomori,JPN,295969
77,AnÃ¡polis,BRA,282197
561,Anyang,CHN,420332
49,Antwerpen,BEL,446525
701,AntsirabÃ©,MDG,120239
220,Antipolo,PHL,470866
547,Anshan,CHN,1200000
669,Ansan,KOR,510314
870,Anqing,CHN,250718
920,Ankang,CHN,142170
715,Anjo,JPN,153823
122,Angra dos Reis,BRA,96864
340,Angeles,PHL,263971
648,Andria,ITA,94443
614,Andimeshk,IRN,106923
645,Ancona,ITA,98329
335,Anantapur,IND,174924
549,Anaheim,USA,328014
2,Amsterdam,NLD,731200
300,Amritsar,IND,708835
464,Amravati,IND,421576
832,Amoy [Xiamen],CHN,627500
605,Amol,IRN,159092
765,Amman,JOR,1000000
5,Amersfoort,NLD,126270
92,Americana,BRA,177409
416,Ambon,IDN,249312
325,Ambattur,IND,215424
170,Ambato,ECU,169612
583,Ambala Sadar,IND,90712
543,Ambala,IND,122596
666,Amagasaki,JPN,481434
832,Amadora,PRT,122106
492,Alwar,IND,205086
140,Alvorada,BRA,175574
707,Alor Setar,MYS,124412
32,Almirante Brown,ARG,538918
797,Almaty,KAZ,1129400
504,Allappuzha (Alleppey),IND,174666
299,Allahabad,IND,792858
8,Alkmaar,NLD,92713
306,Aligarh,IND,480520
285,Alicante [Alacant],ESP,272432
9,Alger,DZA,2168000
173,Alexandria,EGY,3328196
433,Alessandria,ITA,90289
197,AlcorcÃ³n,ESP,142048
294,AlcalÃ¡ de Henares,ESP,164463
205,Alberton,ZAF,410102
196,Albacete,ESP,147527
971,Alanya,TUR,117300
158,Alagoinhas,BRA,126820
793,Akure,NGA,162300
472,Akola,IND,328034
683,Akita,JPN,314440
746,Akishima,JPN,106914
456,Akashi,JPN,292253
310,Ajmer,IND,402700
29,Ajman,ARE,114395
736,Aizuwakamatsu,JPN,119287
513,Aizawl,IND,155240
855,Aix-en-Provence,FRA,134222
395,Ahvaz,IRN,804980
730,Ahome,MEX,358663
293,Ahmedabad,IND,2876710
820,Ahmadpur East,PAK,96000
298,Agra,IND,891790
262,AgaÃ±a,GUM,1139
340,Agartala,IND,157358
712,Agadir,MAR,155244
973,Afyon,TUR,103984
528,Adoni,IND,136182
968,Adiyaman,TUR,141529
57,Adelaide,AUS,978100
215,Addis Abeba,ETH,2495000
959,Adana,TUR,1131198
831,Adamstown,PCN,42
590,Acheng,CHN,197595
383,Achalpur,IND,96216
259,Accra,GHA,1070000
28,Abu Dhabi,ARE,398695
373,Abohar,IND,107163
730,Abiko,JPN,126670
205,Aberdeen,GBR,213070
792,Abbotsford,CAN,105403
400,Abadan,IRN,206073
947,Aalborg,DNK,161161
287,A CoruÃ±a (La CoruÃ±a),ESP,243402
